District,State,Literacy_Rate_pct,Sex_Ratio_Total,Birth_Registration_pct,Electricity_Access_pct,Improved_DrinkingWater_pct,Improved_Sanitation_pct,Clean_Fuel_Cooking_pct,Iodized_Salt_Use_pct,Health_Insurance_Coverage_pct,Women_Literate_pct,Child_Marriage_pct,Teenage_Pregnancy_pct,Hygienic_Menstrual_Protection_pct,Higher_Order_Births_pct,ANC_First_Trimester_pct,ANC_4plus_Visits_pct,Neonatal_Tetanus_Protection_pct,Iron_Folic_100days_pct,Iron_Folic_180days_pct,MCP_Card_Registered_pct,Postnatal_Care_Mother_pct,OOP_Expenditure_Public_Delivery_Rs,Institutional_Births_pct,Institutional_Births_Public_pct,Home_Birth_Skilled_Personnel_pct,Births_Skilled_Personnel_pct,Caesarean_Section_pct,Caesarean_Private_pct,Caesarean_Public_pct,Home_Birth_Facility_Checkup_24hr_pct,Postnatal_Care_Child_pct,Fully_Vaccinated_Card_Recall_pct,Fully_Vaccinated_Card_Only_pct,VitaminA_6to35mo_pct,Vaccinated_Public_Facility_pct,Vaccinated_Private_Facility_pct,ARI_Prevalence_pct,ARI_Fever_Facility_Visit_pct,Breastfed_Within_1hr_pct,Exclusive_Breastfed_6mo_pct,Solid_Food_6to8mo_pct,Adequate_Diet_Breastfed_6to23mo_pct,Adequate_Diet_NonBreastfed_6to23mo_pct,Adequate_Diet_Total_6to23mo_pct,Child_Stunting_pct,Child_Wasting_pct,Child_Severe_Wasting_pct,Child_Underweight_pct,Child_Overweight_pct,Child_Anaemia_6to59mo_pct,Women_NonPregnant_Anaemia_pct,Women_Pregnant_Anaemia_pct,Women_All_Anaemia_pct,Women_15to19_Anaemia_pct,Women_BMI_Below_Normal_pct,Women_HighBloodSugar_Mild_pct,Women_HighBloodSugar_VHigh_pct,Women_Diabetes_or_Medicine_pct,Men_HighBloodSugar_Mild_pct,Men_HighBloodSugar_VHigh_pct,Men_Diabetes_or_Medicine_pct,Women_Hypertension_Mild_pct,Men_Hypertension_Mild_pct,Women_Cervical_Cancer_Screening_pct,Women_Breast_Exam_pct,Women_Oral_Exam_pct
Bastar,Chhattisgarh,54.4,850,50.01,57.87,53.87,35.21,12.37,98.04,38.89,55.91,60.57,50,27.41,55,29.45,56.49,54.37,27.69,12.51,35.08,35.28,1862,35.15,10,27.84,54.12,11.43,13.84,3.96,5,32.99,50.14,48.45,36.31,80.58,27.91,10.32,40.3,27.49,42.41,55.54,19.5,36.76,36.15,70,23.35,9.98,60,4.61,57.99,63.19,35.34,42.77,39.1,53.7,6.47,1.96,14.95,7.74,5.67,18.26,12.8,16.88,12.17,6.49,4.24
Jhalawar,Rajasthan,61.5,996,56.05,60.48,35.19,50.65,16.49,92.69,10.42,40.33,58.29,50,30.46,55,21.9,44.7,52.92,47.19,20.07,38.9,46.58,3227,42.62,21.68,28.06,62.66,16.77,14.77,6.29,9.98,19.39,67.78,52.49,73.15,89.67,10.6,8.49,27.62,54.43,64.66,62.43,40.38,38.66,51.44,70,13.82,5.56,60,3.47,63.11,59.47,69.01,67.18,72.83,55,3.09,1.26,8.26,4.06,3.05,13.61,13.95,16.05,4.1,12.83,1.89
Gandhinagar,Gujarat,84.16,880,62.86,77.77,70.17,55.99,39.9,75.63,84.06,70.99,30.76,50,48.86,55,37.59,60.8,36.77,32.47,16.77,62.09,59.45,3421,76.18,45.57,11.86,69.64,13.53,13.11,4.41,77.88,72.12,74.86,52.26,56.79,59.85,36.28,10.6,37.87,51.45,53,36.1,18.98,51.49,19.83,58.08,36.04,18.46,51.23,1.35,66.55,55.93,29.69,41.24,43.8,49.56,2.7,6.28,0,6.15,4.58,4.43,14.02,10.15,12.54,4.89,14.92
Koppal,Karnataka,68.09,936,34.53,49.7,78.24,47.06,45.52,73.62,43.78,58.87,47.57,50,40.43,48.55,40.92,43.87,38.72,44.21,32.11,49.33,14.24,2131,59.43,34.64,27.34,68.42,5.67,1,7.11,40.8,45.24,52.9,47.18,68.02,37.93,61.97,1.92,38.41,46.22,55.32,60.43,24.06,39.93,7.89,69.03,22.53,8.21,60,4.39,80.2,90,12,49.19,47.79,55,3.88,4.91,19.41,4.91,12.61,7.9,13.62,11.7,11.06,20.45,12.81
Dungarpur,Rajasthan,59.46,905,60.57,46.79,44.17,46.56,44.6,57.95,30.02,40.76,44.52,50,45.29,55,15.62,40.07,47.03,26.89,16.48,49.54,35.54,1353,55.24,26.29,8.68,53.28,10.57,5.34,6.92,30.58,42.03,42.38,29.24,41.97,38.55,61.13,11.47,12.95,32.09,61.62,45.16,19.74,52.04,25.78,65.53,19.96,7.99,60,0,74.64,52.64,79.3,68.84,68.96,55,4.94,9.8,11.92,3.96,0.8,18.86,16.6,11.72,13.78,11.37,10.29
Bathinda,Punjab,68.28,898,51.42,60.59,51.04,50.7,28.52,99,53.34,41.07,58.65,50,39.84,52.23,39.12,21.8,31.51,41.82,36.7,42.95,37.82,2127,55.18,25.67,25.77,63.25,4.99,8.07,1,57.74,52.97,31.67,19.77,78.92,49.56,61.4,3.49,24.08,39.91,17.49,51.26,13.21,27.92,30.78,65.47,14.15,10.32,60,3.35,69.93,44.55,54.75,49.16,51.12,55,10.95,5.54,1.44,9.52,1.38,11.14,13.81,9.36,4.58,8.12,9.38
Barwani,Madhya Pradesh,49.08,996,33.18,44.83,54.54,14.4,7.15,83.63,68.34,36.62,70,50,51.82,55,33.49,28.56,27.93,30.37,24.35,15.75,15.85,4082,48.04,18.52,19.68,52.77,27.56,12.07,15.78,21.51,10,31.54,26.8,61.65,45.17,53.17,11.93,10.72,30.95,78.73,35.66,12.64,23.96,32.44,70,26.33,11.51,60,1.38,95,37.4,39.07,40.03,41.76,39.66,4.71,2.05,15.98,10.94,5.53,3.77,4.23,18.36,7.35,4.95,6.09
Koraput,Orissa,49.21,931,48.84,36.38,31.56,23.23,28.54,72.1,44.54,35.45,70,50,44.72,55,38.89,18.95,29.99,26.58,21.22,44.36,35.04,3099,38.52,18.03,3.39,47.8,19.01,12.81,1,45.5,16.13,50.02,50.42,81.78,31.72,62.26,10.01,21.11,34.38,53.22,51.61,28.7,46.09,46.23,70,9.3,3.52,60,1.22,54.38,68.58,36.43,50.54,48.91,55,2.62,7.67,3.76,11.21,7.12,21.97,7.73,1.96,8.99,6.67,10.49
Auraiya,Uttar Pradesh,78.95,964,60.29,87.94,59.99,64.56,30.02,93.94,70.57,58.62,56.78,50,63.35,51.83,26.64,50.75,53.76,50.21,17.25,45.9,67.97,2696,76.04,34.98,14.79,74.44,42.83,30.44,23.59,36.39,53.3,54.8,47.93,27.3,95,5.11,1,27.25,33.94,45.92,63.87,24.68,16.2,36.79,58.79,21.53,10.5,60,2.07,44.6,79.47,60.07,72.18,76.5,55,9.25,2.61,3.46,7.97,7.59,8.15,1.52,25.13,9.91,15.82,11.44
Seoni,Madhya Pradesh,72.12,948,69.69,75.52,67.84,49.16,30.5,66.33,66.66,59.84,47.09,50,49.29,55,55.46,42.56,49,41.58,22.67,39.41,11.2,3066,64.06,42.99,46.19,58.19,10.91,9.31,2.67,43.28,29.94,59.18,48.92,29.97,71.51,29.47,10.95,51.1,58.35,63.42,61.34,34.15,56.44,5.26,65.62,15.52,6.89,60,2.83,82.61,42.28,57.65,50.56,47.58,55,10.11,2.44,4.54,12.88,5.86,10.64,14.98,25.44,11.19,15.18,15.32
Munger,Bihar,70.46,969,64.02,67.63,54.46,44.08,57.16,82.88,23.47,48.89,38.4,50,64.46,55,59.1,65.64,47.91,38.64,14.67,48.89,35.86,3587,58.24,24.82,22.43,71.88,9.41,7.96,2.54,28.94,35.45,29.39,44.05,53.2,52.57,50.24,11.98,27.59,46.54,42.02,58.78,22.1,48.23,12.17,55.45,19.97,5.77,45.2,2.95,93,50.73,55.24,54.2,57.11,55,9.28,4.01,18.7,4.29,0.44,7.58,15.97,13.3,17.13,13.12,10.17
Ramanathapuram,Tamil Nadu,80.72,953,72.38,73.15,65.11,42.92,55.84,75.93,31.52,54.4,34,50,54.32,55,49.32,59.43,65.72,41.08,23.18,59.53,33.48,1162,70.31,39.65,47.61,74.18,33.34,24.67,11.43,17.64,43.46,64.84,42.77,87.35,61.41,42.37,13.03,10.36,53.34,58.75,60.13,22.48,31.23,31.87,61.41,22.89,9.89,51.54,4.58,55.47,49.61,46.98,47.76,49.44,54.88,11.48,8.86,19.23,12.14,4.34,6.22,3.9,15.43,11.99,12.37,11.57
Patan,Gujarat,72.3,899,45.57,63.58,69.44,39.81,40.75,85.66,64.15,57.33,43.93,50,50.3,55,27.31,46.79,49.34,42.08,19.7,45.3,44.24,1847,61.31,34.15,2.67,62.46,28.58,19.48,11.54,20.19,24.44,67.92,44.9,95,29.84,79.94,4.93,31.35,56.68,52.02,57.43,34.19,46.82,21.55,70,9.83,1.51,53.63,2.65,85.67,53.14,29.51,46.21,50.12,50.8,6.77,7.15,6.26,10.64,0,17.48,8.1,18.09,11.19,14.41,12.33
Mandsaur,Madhya Pradesh,71.78,990,70.95,57.94,65.87,30.03,18.99,77.24,5,59.1,48.04,50,51.95,52.1,35.54,39.86,47.81,43.55,23.11,44.86,39.16,1724,73.78,48.14,29.01,69.82,21.85,6.89,7.65,20.89,35.15,33.17,26.04,40.23,82.83,14.19,8.72,44.84,55.68,67.8,64.48,20.53,39.27,45.18,57.64,5.63,7.73,53.1,2.8,57,28.48,49.42,44.56,51.63,55,6.62,7.06,17.53,7.16,6.18,11.98,1.22,8.45,17.35,3.99,16.33
Sivaganga,Tamil Nadu,79.85,930,67.5,72.41,69.57,54.88,46.08,60.59,42.01,53.46,50.49,50,62.91,55,43.35,68.02,43.41,33.06,28.33,51.98,40.64,2728,69.84,47.13,2,88.58,6.86,6.99,1.87,34.95,54.89,63.38,59.66,59.06,26.91,69.66,10.78,58.1,45.18,51.15,63.35,7.72,11.94,15.75,62.21,11.55,5.34,59.11,0.21,73.77,67.1,67.04,60.46,62,53.56,3.18,9.88,0,7.89,6.37,12.58,9.39,16.41,13.28,9.89,16.68
Sawai Madhopur,Rajasthan,65.39,888,50.35,60.66,54.11,39.79,50.17,78.91,16.38,58.01,50.62,50,52.14,55,39.21,38.87,57.75,33.5,23.9,59.94,47.51,2344,55.57,36.13,20,46.23,35.45,24.47,17.64,6.99,44.72,67.09,42.78,61.1,71.18,19.55,10.95,29.71,50.47,36.46,69.12,35.17,18.57,38.53,67.12,26.03,7.6,54,0.47,74.6,72.85,41.33,59.87,62.87,51.46,11.6,6.99,13.57,11.15,4.62,4.6,5.87,20.91,18.46,9.7,9.62
Jind,Haryana,71.44,933,60.01,55.6,65.14,40.34,32.23,90.59,35.47,41.56,60.53,50,45.26,54.42,39.56,46.84,44.72,28.06,24.89,49.98,62.5,2881,58.82,35.17,27.57,54.29,17.28,3.98,8.31,12.55,52.65,74.45,69.87,72.36,28.91,74.4,9.64,28.8,53.09,61.52,61.99,16.87,34,19.21,63.89,21.99,7.62,55.3,3.57,55.53,26.43,59.62,39.79,33.86,55,5.63,0.31,15.82,9.65,1.45,9.5,4.16,2.18,4.67,7.58,9.22
Raisen,Madhya Pradesh,72.98,1010,41.97,68.02,61.2,50.4,59.05,77.65,39.02,52.41,53.89,50,45.76,55,43.51,44.29,41.57,41.01,11.8,41.41,75.72,1744,68.78,29.44,30.05,83.52,13.69,15.8,1,37.44,52.26,49.1,25.31,75.7,54.55,41.01,6.29,35.48,51,50.13,58.5,25.8,32.23,30.15,62.97,15.78,8.59,60,4.26,92.7,81.37,43.53,63.98,75.07,55,4.79,5.61,16.53,8.05,2.54,7.89,9.88,4.36,11.77,13.5,6.11
Navsari,Gujarat,83.88,984,72,74.41,74.1,62.36,64.72,87.3,37.84,64.23,49.78,50,65.12,55,45.05,45.48,61.65,39.83,24.36,49.14,41.45,3435,76.96,33.78,10.41,74.71,29.43,21.8,13.26,32.7,51,70.49,51.9,35.71,84.37,20.09,11.95,45.21,63.36,22.22,76.67,17.48,48.31,17.06,63.77,34.75,10.63,44.43,2.48,94.42,79.26,62.82,65.71,61.55,38.81,4.43,8.87,9.38,5.2,0.13,6.87,19.41,17.5,18.98,10.09,15.35
Tinsukia,Assam,69.66,936,46.95,49.34,55.31,69.69,61.75,65.45,33.95,49.12,69.61,50,55.91,55,41.49,42.23,42.61,49.08,37.18,46.25,19.95,2138,57.02,24.6,32.47,60.74,17.78,4.66,8.32,38.42,42.23,70.47,54.24,59.29,32.59,64.95,11.98,20.71,54.34,58.56,74.04,13.33,34.23,33.71,56.39,29.28,19.87,59.76,4.87,49.68,15,34.32,25.87,26.83,55,8.55,0,11.83,3.3,4.85,13.34,13.98,11.38,8.94,22.5,3.31
Dibrugarh,Assam,76.05,936,48.51,62.42,62.61,38.12,45.21,77.68,23.06,55.12,42.57,47.81,49.3,55,36.3,22.09,49.17,51.1,42.71,55.61,52.34,2825,55.4,36.49,13.6,63.72,6.34,1,1,34.19,44.87,61.64,39.17,17.83,59.32,49.31,7.38,34.01,56.5,45.33,64.51,2.22,12.24,39.87,67.48,27.35,6.57,60,0.18,68.02,22.4,50.22,33.8,25.3,53.97,6.33,3.95,5.41,7.43,14.5,9.31,8.74,10.68,12.52,7.92,18.23
Garhwa,Jharkhand,60.33,937,35.02,51.4,44.31,53.82,40.01,70.51,90.84,61.25,67.99,50,26.36,55,29.12,17.63,46.8,24.09,5,47.07,55.52,3276,44.06,24.82,18.03,60.95,18.4,9.14,9.61,80,25.66,63.6,42.73,74.22,73.3,19.53,4.87,29.74,55.8,61.22,82.93,29.07,22.37,30.04,70,13.21,8.06,58.05,3.8,78.72,53.01,57.3,53.78,53.17,46.56,6.76,0.8,9.13,2.42,4.69,14.46,9.76,11.04,17.18,19.62,12.42
Gondiya,Maharashtra,84.95,1033,79.84,89.67,69.87,69.2,67.18,86.96,82.35,60.4,48.89,50,57.39,55,39.81,55.17,56.95,47.45,25.66,60.71,60.73,3204,70.73,45.85,14.8,93.1,10.19,3.8,2.94,37.28,34.36,61.29,52.34,51.23,70.36,34.75,5.09,41.23,53.51,39.61,66.24,2,40.4,49.91,43.42,27.26,9.44,60,1.3,36.76,74.74,39.19,55.67,65.4,55,4.7,4.39,8.18,9.93,3.74,14.6,19.39,6.24,11.42,6.96,9.76
Dumka,Jharkhand,61.02,965,44.47,58.81,46.55,34.92,38.32,78.38,21.76,66.4,60.05,50,48.95,55,56.57,55.43,67.78,43.17,34.18,34.3,55.89,2525,62.66,42.49,6.36,46.55,2,2.77,1,28.18,25.29,53.29,51.5,33.89,63.26,41.26,13.46,28.89,43.04,33.29,62.58,40.58,4.48,18.35,70,21.73,6.27,60,1.14,65.39,59.35,55.8,55.37,62.72,55,5.21,7.41,7.89,0,5.65,8.82,16.29,10.54,13.4,22.23,14.08
Godda,Jharkhand,56.4,967,62.64,41.41,40.52,41.51,21.32,86.28,76.64,46.44,70,50,57.53,55,48.59,38.02,40.91,31.1,17.12,35.24,31.13,2937,45.94,19.46,38.84,47.16,9.18,1.09,2.22,36.82,27.11,38.56,12,64.65,70.92,31.71,11.8,17.46,48.57,76.24,63.97,37.38,10.24,28.18,70,13.22,6.9,60,1.47,40.2,55.32,49.53,50.3,56.76,55,5.41,8.03,14.67,8.23,1.55,13.27,8.45,5.08,13.89,14.2,10.65
Sehore,Madhya Pradesh,70.06,991,52.19,66.46,63.13,44.47,30.31,91.05,37.01,55.29,66.75,50,37.06,55,45.2,33.39,56.72,31.29,11.49,56.38,34.72,3767,54.8,30.4,20.58,56.75,12.72,13.91,1,53.36,30.66,51.56,40.11,50.6,51.01,43.4,7.92,38.49,44.74,70.18,67.48,14.09,24.78,37.15,58,18.17,5.91,54.62,2.84,75.01,63.6,49.29,55.25,57.24,55,11.69,3.45,10.07,5.89,1.65,8.69,12.51,20.85,12.99,17.97,12.38
East Nimar,Madhya Pradesh,66.39,960,37.72,48.92,60.28,48.33,38.41,86.3,47.58,55.24,50.7,50,42.21,55,52.42,22.52,28.74,25.09,5,35.01,41.22,2662,42.35,23.19,33.05,62.29,6.44,9.42,1,34.11,41.48,56.72,41.63,83.23,95,7.66,7.2,32.35,49.69,54.88,51.24,44.06,42.97,15.6,68.09,10.69,9.05,60,3.88,66.29,42.88,39.16,40.56,49.19,55,0,5.98,17.47,5.24,3.14,7.06,5.01,13.8,12.15,6.45,8.89
Kasaragod,Kerala,90.09,940,61.4,88.66,81.39,78.15,29.7,81.28,43.73,91.82,44.12,50,59.17,49.77,59.13,63.47,54.95,60.3,28.59,58.41,50.09,1543,88.68,46.15,32.54,86.36,23.75,18.53,11.17,47.33,51.97,56.19,43,40.15,33.01,67.62,1,42.27,49.94,62.88,36.9,49.73,26.97,27.75,44.42,13.29,1.11,52.03,3.73,59.39,74.16,65.96,71.03,75.61,44.02,7.79,0,10.24,5.89,7.66,5.7,10.12,13.64,11.09,16.4,15.72
Baghpat,Uttar Pradesh,72.01,942,71.37,61.51,57.5,56.46,36.06,66.02,31.81,48.26,59.61,50,63.97,55,41.78,36.4,40.94,51.84,17.59,56.38,51.16,2725,65.76,31.89,8.38,74.18,10.23,6.87,3.49,42.13,43.32,51.92,36.41,95,82.92,7.93,7.66,22.25,24.61,69.59,69.22,21.72,36.45,34.97,58.52,9.85,5.63,60,2.42,41.5,53.45,34.88,49.75,55,43.4,10.35,0,19.96,0,6,11.43,13.82,17,16.62,13.11,5.13
Wardha,Maharashtra,86.99,947,68.68,77.64,75.62,65.98,63.64,77.97,64.68,59.98,45.08,49.15,60.54,45.17,29.78,59.91,52,46,28.07,69.65,63.83,2166,80.31,53.65,34.59,80.08,22.78,19.49,2.83,29.77,52.06,71.97,43.65,75.09,65.41,42.38,3.24,49.22,60.12,54.82,77.51,29.93,30.07,38.15,56.8,26.65,9.83,51.49,4.26,56.02,30.5,54.48,39.65,52.22,44.4,0,7.36,15.14,5.23,4.52,7.29,15.1,29.74,9.39,16.89,13.3
Sirsa,Haryana,68.82,949,51.13,71.22,65.24,43.87,5,71.6,47.52,47.46,64.56,50,39.1,55,34.71,45.97,53.89,48.6,36.33,46.24,53.87,200,66.19,36.82,26.04,78.65,5.67,2.31,5.84,37,52.2,77.48,70.45,83.75,73.11,25.16,8.64,22.53,30.48,33.25,49.99,26.64,28.03,40.7,52.11,18.43,8.26,60,6.37,72.79,43.07,36.41,40.12,46.49,55,5.71,0,8.57,3.53,7.25,17.89,6.8,6.69,14.34,20.13,7.6
Katni,Madhya Pradesh,71.98,979,60.59,55.77,66.23,35.55,61.21,73.87,35.47,56.44,59.62,50,55.97,55,35.57,48.93,62.14,10,5,46.27,49.32,2616,59.87,33.03,7.51,56.58,27.09,13.99,8.29,63.78,39.49,30,31.77,37.42,76.3,31.11,12.74,54.63,40.4,60.39,81.1,43.16,20.85,16.57,54.8,11.47,6.13,60,2.76,64.39,60.54,48.94,57.06,59.65,47.1,9.93,1.94,9.87,3.58,10.13,19.13,15.01,1.95,10.36,17.85,9.64
Anugul,Orissa,77.53,952,68.17,60,57.14,52.19,58.35,73.51,18.91,47.09,70,50,50.22,44.95,29.04,46.92,58.84,59.7,37.88,41.05,49.47,2305,66.58,30.2,25.39,59.22,5.24,9.36,1,39.38,54.74,81.36,60.19,93.77,72,27.66,4.08,23.41,58.09,73.04,40.3,8.29,41.76,30.46,53.22,23.14,4.06,60,3.19,82.89,50.65,60.29,53.34,58.05,55,2.99,6.03,4.8,19.48,7.21,13.37,10.74,12.82,11.98,14.68,8.87
Thiruvarur,Tamil Nadu,82.86,979,78.32,70.49,70.35,70.07,37.82,66.24,27.13,65.61,34.98,50,45.76,55,27.74,54.32,56.59,44.55,33.49,63.26,59.25,3241,82.34,50.69,7.72,82.19,2,2.89,9.52,17.25,51.77,57.45,39.18,33.75,47.4,57.51,8.95,48.95,60.6,65.68,56.62,22.27,12.44,11.22,59.2,19.01,8.31,53.88,1.78,81.92,49.1,45.38,40.47,48.11,43.77,7.07,4.66,9.8,1.44,1.95,12.22,8.56,2.04,13.91,21.57,9.88
Damoh,Madhya Pradesh,69.73,947,71.78,70.03,63.97,33.54,44.99,54.51,12.17,67.82,56.94,50,39.88,46.01,44.26,40.4,44.02,41.57,24.92,62,18.28,1525,60.71,25.35,39.28,60.25,30.37,16.32,6.42,29.25,51.91,64.93,43.82,53.8,56.85,38.85,11.99,11.39,58.13,56.07,90.59,36.03,26.73,18.31,68.67,27.4,14.23,60,2.22,81.28,58.04,12,29.29,33.24,41.49,2.27,0,4.09,8.58,0,11.09,19.55,10.97,15.05,19.86,15.61
Chikkaballapura,Karnataka,69.76,953,53.72,52.15,60.42,38.28,36.9,69.98,45.24,55.51,49.06,50,66.17,48.25,42.26,34.23,61.48,36.03,8.73,74.48,44.38,845,64,38.84,29.77,48.29,9.44,4.05,6.82,5,57.74,67.3,29.79,84.09,35.87,65.2,8.88,10,26.19,65.18,70.34,34.76,46.05,24.91,57.98,20.07,9.43,53.49,5.5,56.93,60.38,28.48,37.77,42.79,50.96,6.13,5.58,15.65,3.82,0,22.87,8.2,18.25,20.37,11.11,4.73
Kamrup Metropolitan,Assam,88.71,870,58.27,60.01,51.8,63.36,66.68,80.32,21.07,68.06,52.82,50,65.94,50.52,34.78,41.66,83.37,66.1,42.75,65.96,53.86,2352,82.37,49.16,19.15,72.87,35.57,19.44,9.37,37.47,55.71,82.56,64.75,68.14,56.63,44.09,5.9,35.6,57.88,50.98,60.46,24.49,19.3,40.73,48.05,7.5,1.89,56.7,5.52,69.42,36.54,15.47,30.63,37.31,50.43,11.11,1.42,7.28,3.35,7.61,20.81,4.46,22.17,16.52,14.76,14.94
Theni,Tamil Nadu,77.26,987,58.81,66.38,66.82,44.24,56.1,61.82,39.69,55.73,37.47,50,55.16,55,33.54,17.74,56.57,30.9,18.1,53.57,48.91,2542,70.81,35.65,35.18,67.72,23.65,25.48,8.82,58.62,43.74,48.76,42.81,33.22,67.81,30.57,8.04,10.33,47.19,73.8,68.78,41.71,8.21,33.33,62.47,15.03,1.77,60,2.6,50.52,73.35,51.09,64.06,77.38,42.88,12.78,4.36,10.78,1.61,2.73,9.98,6.64,3.61,10.31,26.26,7.07
Guna,Madhya Pradesh,63.23,964,55.03,60.77,78.22,36.34,11.94,78.19,72.4,55.93,65.53,50,41.76,55,48.71,35.76,55.49,54.31,31.33,35.06,36.89,2284,52.72,31.54,2,48.58,25.9,16.86,5.46,10.85,35.94,47.07,36.41,80.71,72.93,22.72,11.83,40.31,53.34,79.25,82.95,27.8,3,27.48,69.27,9.74,5.42,60,3.98,46.1,53.03,49.92,53.74,52.69,50.76,7.02,2.13,0,11.51,7.46,10.01,13.63,7.34,4.18,11.45,14.77
Hoshangabad,Madhya Pradesh,75.29,990,51.83,76.16,60.34,48.47,48.98,99,68.99,52.39,48.53,50,55.62,55,30.88,63.41,57.37,47.4,24.07,33.91,50.36,2219,63.73,36.54,11.01,55.88,28.45,19.28,5,37.7,35.77,55.77,41.14,64.8,69.05,15.62,9.05,36.36,63.64,31.67,43.32,26.36,39.33,32.38,56.75,23.5,15.03,60,4.84,82.73,61.3,44.39,55.79,61.39,48.61,0.88,1.92,7.66,11.82,3.64,12.63,5.07,15.18,19.35,11.84,13
Srinagar,Jammu and Kashmir,69.41,850,47.49,59.23,52.84,34.93,33.56,90.28,44.35,68.77,51.01,50,51.39,55,40.23,50.41,57.67,47.18,29,50.36,34.75,1238,65.22,35.56,16.97,57.34,19.13,16.04,8.78,52.74,32.13,48.89,37.73,49.68,30.41,65.36,7.99,50.96,33.15,75.09,84.77,33.36,40.27,33.25,70,27.68,13.06,55.95,2.11,47.2,56.46,39.98,46.49,50.65,51.72,4.76,0,7.14,4.52,6.16,5.1,14.15,17.52,13.37,13.11,4.79
Karimganj,Assam,78.22,1034,67.1,67.52,69.58,45.01,43.17,97.72,43.26,76.95,38.6,50,57.68,55,40.74,49.66,44.2,40.16,28.17,78.26,60.49,2075,72.7,40.09,46.83,57.97,19.24,6.43,8.36,54.64,53.85,73.85,48.56,27.16,51.88,51.62,12.62,35.85,50.36,90,57.65,24.27,25.18,31.43,62.37,6.65,6.13,60,0.39,45.59,48.85,53.54,58.1,59.46,55,0,2.92,13.6,10.65,7.1,2,5.73,17.86,12.92,21.02,13.07
Baran,Rajasthan,66.66,944,54.51,68.07,61.45,53.7,24.07,82.69,82.6,53.72,55.35,50,47.81,55,42.74,31.19,43.45,22.63,32.7,59.37,45.68,1886,66.01,36.8,7.15,61.74,30.81,25.51,15.36,58.04,25.1,50.74,34.06,66.7,50.08,42.94,10.06,35.92,53.32,64.46,75.63,25.6,12.21,20.1,65.31,18,10,60,4.38,66.58,68.67,26.84,48.76,48.61,55,4.82,7.71,11.61,2.86,2.65,4.31,9.62,21.85,12.29,16.92,7.22
Lalitpur,Uttar Pradesh,63.52,994,52.97,44.08,68.22,31.39,59.33,92.01,55.42,48.9,70,50,53.15,55,24.66,50.08,50.24,47.93,29.66,55.63,39.92,3165,58.4,33.16,2,38.44,19.11,9.38,6.55,5,54.31,30.51,21.55,54.73,38.42,55.64,3.19,28.46,40.2,72.71,55.79,15.55,27.95,15.52,65.15,28.22,10.11,60,4.79,60.94,56.22,65.3,60.54,70.18,53.97,9.86,2.73,14.09,5.4,7.47,9.49,21.05,17.37,15.27,12.08,10.44
Nabarangapur,Orissa,46.43,908,32.24,39.07,32.6,16.52,38.46,69.31,38.44,42.71,70,50,32.73,55,26.62,26.43,47.3,31.95,31.26,34.96,19.49,2541,44.24,24.81,2.67,40.19,10.72,16.12,12.63,44.09,23.72,32.94,30.28,61.13,46.95,45.88,10.53,14.01,53.35,43.35,90.26,60.2,46.49,24.32,70,6.53,2.88,60,4.5,62.24,56.1,51.2,56.98,55.74,55,0.55,2.87,11.21,9.72,3.02,6.28,5.59,12.28,6.31,12.34,1.65
Yamunanagar,Haryana,77.99,975,61.19,71.52,73.01,48.29,30.7,70.27,16.48,70.05,59.48,50,44.81,55,44.92,65.69,47.51,60.33,39.06,58.19,56.58,1950,62.72,25.67,30.87,70.45,23.86,13.95,9.42,7.9,77.24,38.95,40.24,26.3,62.02,39.02,11.8,32.87,46.08,45.93,64.53,19.32,12.23,17.47,65.37,15.52,8.81,60,2.25,95,17.67,34.88,28.28,24.06,53.8,5.17,1.89,15.15,3,2.89,18.27,0,19.37,10.71,16.85,16.62
Korba,Chhattisgarh,72.37,908,50.04,68.28,67.94,57.98,18.4,45.13,52.88,50.07,70,50,44.53,55,42.57,31.65,31.71,38.86,22.52,26.42,45.9,3751,56.87,30.06,12.87,60.79,2,6.49,2.97,17.03,31.49,52.06,37.21,49.63,87.45,8.08,3.05,20.95,44.56,51.23,45.07,33.75,44.81,34.46,49.91,19,2.86,54.54,6.05,50.08,67.3,43.31,59.31,60.02,55,2.74,0.14,11.1,4.04,7.46,3.65,16.84,13.42,6.48,13.76,2.87
Dhaulpur,Rajasthan,69.08,925,65.71,58.6,58.48,46.39,30.66,92.23,61.59,49.51,61.19,50,28.57,55,38.94,32.45,44.92,34.51,21.89,55.98,32.38,1958,64.96,37.85,18.09,67.46,31.2,7.8,5.49,49.78,41,61.06,37.44,67.61,44.84,61.26,1,38.66,35.35,47.76,72.05,47.9,6.27,45.35,59.89,27.54,12.97,60,3.57,72.43,52.44,47.9,54.35,49.94,55,13.17,1.01,2.12,7.1,6.9,4.32,3,14.65,7.04,12.32,7.13
Panipat,Haryana,75.94,1027,72.31,68.59,67.75,48.51,47.08,96.48,32.37,48.97,48.85,50,73.43,55,45.9,35.4,64.46,59.63,26,47.36,44.88,2702,59.96,33.76,29.15,53.58,31.4,14.53,8.53,37.84,37.54,48.91,36.97,95,41.68,61.99,3.83,33.2,50.71,31.39,84.52,8.89,14.08,33.76,58.46,23.36,13.12,53.75,0.7,66.3,66.32,27.91,46.06,44.98,55,7.59,4.66,8.55,7.15,6.38,1.83,5.94,10.03,11.95,15.93,7.06
